taz_id,far_prcnt_estimate_q8,far_estimate_count,units_per_acre_q8,units_per_acre_estimate_count
1326.0,16.3977,1704,7.142857000000001,1704
1327.0,22.9568,1546,10.0,1546
1328.0,3.7026999999999997,1126,1.612903,1126
1329.0,5.7392,1060,2.5,1060
1330.0,19.1307,1193,8.333333,1193
1331.0,35.3182,1214,15.384615,1214
1332.0,45.9136,1330,20.0,1330
1333.0,16.3977,1144,7.142857000000001,1144
1334.0,16.3977,1528,7.142857000000001,1528
1335.0,17.6591,1958,7.692307000000001,1958
1336.0,34.96500000000032,4033,15.23076900000014,4033
1337.0,8.1988,1262,3.571428,1262
1338.0,40.81548000000007,904,17.77924600000003,904
1339.0,28.695999999999998,1599,12.5,1599
1340.0,25.507600000000004,1514,11.111111,1514
1341.0,35.3182,1454,15.384615,1454
1342.0,45.9136,981,20.0,981
1343.0,32.7954,983,14.285714000000002,983
1344.0,114.7842,852,50.0,852
1345.0,114.7842,772,50.0,772
1346.0,21.863599999999998,1015,9.523809,1015
1347.0,25.507600000000004,1538,11.111111,1538
1348.0,62.60949999999998,927,27.272727000000003,927
1349.0,38.2614,1564,16.666666,1564
1350.0,30.6091,1686,13.333332999999998,1686
1351.0,16.3977,1269,7.142857000000001,1269
1352.0,12.0825,1432,5.263157,1432
1353.0,25.507600000000004,3057,11.111110999999998,3057
1354.0,13.504000000000001,3128,5.882352,3128
1355.0,28.695999999999998,1022,12.5,1022
1356.0,43.044,1586,18.75,1586
1357.0,30.6091,1037,13.333332999999998,1037
1358.0,24.8182,1586,10.81081,1586
1359.0,16.3977,1963,7.142857000000001,1963
1360.0,30.6091,786,13.333332999999998,786
1361.0,76.5228,313,33.333333,313
1362.0,38.2614,991,16.666666,991
1363.0,32.7954,587,14.285714000000002,587
1364.0,30.6091,1069,13.333332999999998,1069
1365.0,14.347999999999999,1695,6.25,1695
1366.0,13.504000000000001,3525,5.882352,3525
1367.0,16.75494000000005,1435,7.298461400000023,1435
1368.0,21.863599999999998,1185,9.523809,1185
1369.0,20.869799999999998,1724,9.090909,1724
1370.0,28.695999999999998,2611,12.5,2611
1371.0,19.1307,1409,8.333333,1409
1372.0,30.226480000000127,1052,13.166666400000056,1052
1373.0,114.7842,799,50.0,799
1374.0,28.695999999999998,1197,12.5,1197
1375.0,28.695999999999998,1771,12.5,1771
1376.0,38.2614,1265,16.666666,1265
1377.0,32.7954,878,14.285714000000002,878
1378.0,25.507600000000004,1491,11.111111,1491
1379.0,22.9568,971,10.0,971
1380.0,25.507600000000004,1823,11.111111,1823
1381.0,28.695999999999998,2602,12.5,2602
1382.0,19.1307,2026,8.333333,2026
1383.0,5.7392,1771,2.5,1771
1384.0,20.869799999999998,1968,9.090909,1968
1385.0,9.5653,1277,4.166666,1277
1386.0,17.6591,1199,7.692307,1199
1387.0,3.7634,1454,1.639344,1454
1388.0,2.989160000000002,1294,1.3020962000000007,1294
1389.0,17.6591,2435,7.6923070000000004,2435
1390.0,22.9568,2631,10.0,2631
1391.0,22.9568,2273,10.0,2273
1392.0,18.365399999999998,1760,8.0,1760
1393.0,20.869799999999998,1681,9.090909,1681
1394.0,22.9568,2719,10.0,2719
1395.0,30.6091,2068,13.333332999999996,2068
1396.0,20.869799999999998,3471,9.090909,3471
1397.0,22.9568,2045,10.0,2045
1398.0,20.869799999999998,1438,9.090909,1438
1399.0,28.695999999999998,1001,12.5,1001
1400.0,5.1015,710,2.222222,710
1401.0,11.002320000000017,999,4.792626000000007,999
1402.0,19.1307,3070,8.333333,3070
1403.0,9.9812,3967,4.347826,3967
1404.0,12.753800000000002,1108,5.555555,1108
1405.0,15.3045,966,6.666666,966
1406.0,10.434899999999999,703,4.545454,703
1407.0,114.7842,1179,50.0,1179
1408.0,76.5228,1981,33.333333,1981
1409.0,22.9568,2648,10.0,2648
1410.0,229.5684,1720,100.0,1720
1411.0,71.55236000000018,1960,31.168224200000076,1960
1412.0,30.342939999999942,2964,13.217390999999973,2964
1413.0,57.3921,1084,25.0,1084
1414.0,12.0825,2729,5.263157,2729
1415.0,18.518460000000037,1471,8.066666600000016,1471
1416.0,10.434899999999999,1335,4.545454,1335
1417.0,13.504000000000001,139,5.882352,139
1418.0,12.0825,1733,5.263157,1733
1419.0,45.9136,1154,20.0,1154
1420.0,17.6591,2734,7.692307,2734
1421.0,32.7954,2101,14.285714000000002,2101
1422.0,15.3045,2244,6.666666,2244
1423.0,15.3045,2390,6.666666,2390
1424.0,229.5684,880,100.0,880
1425.0,32.7954,2011,14.285714000000002,2011
1426.0,12.753800000000002,2280,5.555555,2280
1427.0,25.507600000000004,1819,11.111111,1819
1428.0,114.7842,1328,50.0,1328
1429.0,28.695999999999998,1460,12.5,1460
1430.0,52.97729999999999,1270,23.076923,1270
1431.0,27.008000000000003,2398,11.764705000000001,2398
1432.0,25.507600000000004,1596,11.111111,1596
1433.0,25.507600000000004,1146,11.111111,1146
1434.0,20.869799999999998,2231,9.090909,2231
1435.0,11.4784,908,5.0,908
1436.0,14.347999999999999,1650,6.25,1650
1437.0,114.7842,2188,50.0,2188
1438.0,114.7842,1828,50.0,1828
1440.0,32.7954,2255,14.285714000000002,2255
1441.0,28.695999999999998,1870,12.5,1870
1442.0,22.9568,2175,10.0,2175
1443.0,229.5684,1495,100.0,1495
1444.0,53.60052000000002,1124,23.348415800000012,1124
1445.0,14.347999999999999,1748,6.25,1748
1446.0,114.7842,2189,50.0,2189
1447.0,16.3977,817,7.142857000000001,817
1448.0,114.7842,2989,50.0,2989
1449.0,104.52312000000002,240,45.530302600000006,240
1450.0,24.33764000000004,2620,10.601503000000017,2620
1451.0,19.1307,2014,8.333333,2014
1452.0,20.869799999999998,1761,9.090909,1761
1453.0,19.1307,296,8.333333,296
1454.0,25.507600000000004,1640,11.111111,1640
